id	filename	md5	size	state
750dff46-8711-40e5-be15-ee6e5d8c53b4	TCGA-A1-A0SH.1FB1255E-D9EC-4FE9-BE96-F81271FCCFB6.pdf	d2bffb34ddeae6d54b79b8a159297932	336374	live
bcc82bef-62d2-48e0-aed4-3e935d2f73db	nationwidechildrens.org_clinical.TCGA-A2-A0EV.xml	b3874146532209a51cd6e5e87cd29121	50764	live
79705bfb-e03f-4e90-8af5-a9e02e28b481	TCGA-AC-A3EH-01A-02-TS2.FC290C5B-EADA-4C19-9F8E-A4E9D594CE07.svs	07f0cb90515606823a498b082793e676	335232467	live
9f01e842-c64d-4adb-853b-2bc07a3a6ff9	TCGA-AO-A1KT-01A-01-TSA.896a18ea-090c-4adc-aa95-7614c17ff75d.svs	7c2080020ab523c8de4217e33481f4a0	334059629	live
6daae0a3-a2e1-4e5f-b1ca-2c27080039f6	TCGA-AR-A1AY.01D97550-C616-4001-85A5-5502D35FA38E.pdf	28d54b5d041e6a805bdd27332d42e06c	66094	live
7689d6f6-f130-40b5-a599-5dba5cf721a7	TCGA-BH-A1FH-11B-04-TSD.c56efa46-d6cc-4044-8eb7-b09d5464a129.svs	736ad4a1daa7bd3b132eee3d7c6cd12e	41597297	live
498e5e1a-1096-4139-a3e4-4b35adb93d7e	nationwidechildrens.org_clinical.TCGA-A7-A426.xml	d00d965fea6629e063d55d4840f3a712	93237	live
7e145535-4446-41a3-a839-608373cb6cfa	TCGA-GM-A2DN.8829274B-EB82-4155-A458-CF9F0E60B36E.pdf	d4af29865062e885234c63e613518be1	242356	live
28fd2895-019c-4c4c-ad15-3c8de79b33bd	nationwidechildrens.org_clinical.TCGA-D8-A1XT.xml	b612155f737b474e457b6e0775cd3382	57258	live
99bfe13d-21da-4ab9-8742-28b2132dad86	TCGA-AC-A8OP.F4F5C477-30BB-41EE-B188-B20DE019F30A.pdf	ad7c4c079f2b53849638ea7b49a0babb	738356	live
5f8facc6-4766-4d82-a726-6c86a48aad77	TCGA-BH-A0BF-01A-02-TSB.f7468f8d-9472-4d28-b08e-c5734c8db00e.svs	6f680610e4f3ff62350e266b4c063e85	256278115	live
5362752d-4851-42a2-8aff-162b2bcce845	TCGA-AR-A1AN-01A-01-TS1.f27b0f08-345b-4950-9344-8f6c54ca576a.svs	e107948a3d928b1fb0c907ec549a3129	399303003	live
0ed590df-b627-438b-aee8-482a13d66c10	nationwidechildrens.org_clinical.TCGA-A1-A0SN.xml	6a2be5e3b82956f6ffa3d9f0a0da230b	59902	live
3e01536e-47de-47fc-be44-30ca4f98add9	TCGA-AQ-A54O.B3884493-D0D2-445C-B9BB-BC475021EBA4.pdf	6358d1339962c0ce4a2e89d69212ae08	283383	live
e26c1c48-6ac8-4b47-b3f3-6afb23b520cf	TCGA-C8-A1HN-01A-01-TSA.496482be-a830-4ae0-97d7-db2902ff3ac2.svs	16901d910e64a0d9034655139a89a093	117902601	live
4dde550b-d653-43bb-9d13-ea30ba0f4aa0	TCGA-E9-A1N6-01A-01-TSA.cb99a09f-ab42-403f-a8b1-f45be63f2946.svs	b6f866e1c2dd2e2ac62baed6757b89ef	240783805	live
13b463ab-d5a2-485e-990d-6c75253a6a55	TCGA-A2-A0SU-01A-01-BSA.660c932a-61fb-4054-8499-2a39387bf4ab.svs	185d6aaaf17aba8bc683c84b0cadadde	488999003	live
5ef1bf11-5d04-471c-934f-05ad6aee57f5	TCGA-B6-A1KF.40EE8416-9DD8-457D-94AC-A871B5C62873.pdf	0f75a67380527e79f7015f00d5235d9b	180572	live
7ed15908-af9c-48d3-a424-5e4eb1cdaaac	TCGA-A8-A09V.E0B04FB6-9500-4786-B6D9-303165EF9090.pdf	ea30d9faf68e86fa659a88df76a2e3b2	86875	live
daa8de42-c4d8-4111-88f7-4b39270d1e7e	nationwidechildrens.org_clinical_drug_brca.txt	35e146a18317ff47912a074827280f54	961063	live
9fcb3675-88f9-42de-8d34-405d5ce265e1	TCGA-LL-A6FQ.5C3D9179-7434-4776-A2FF-68CEA0149C68.pdf	cb0f8ae6493a9a285faf242ac195166b	247342	live
f5b9343b-908f-48cd-8b2f-ccd5a62bc48b	TCGA-E9-A1RF-11A-03-TSC.d178551e-c56d-4b0f-b52c-f406104461f4.svs	288b279fd3e2d142563f9509a68c5464	20213005	live
